id,src,dst,name,amount,step,cotype,alertid,issar
2128,885,233,normal,725.59,10,normal,0,False
2129,673,776,normal,672.91,10,normal,0,False
2130,683,803,normal,516.65,10,normal,0,False
2131,455,269,normal,750.09,10,normal,0,False
2132,849,587,normal,318.41,10,normal,0,False
2133,418,259,normal,565.78,10,normal,0,False
2134,848,224,normal,570.27,10,normal,0,False
2135,908,506,normal,735.64,10,normal,0,False
2136,174,480,normal,418.84,10,normal,0,False
2137,402,90,normal,555.38,10,normal,0,False
2138,191,348,normal,767.8,10,normal,0,False
2139,633,791,normal,926.83,10,normal,0,False
2140,184,383,normal,704.34,10,normal,0,False
2141,344,209,normal,676.23,10,normal,0,False
2142,806,915,normal,277.02,10,normal,0,False
2143,589,249,normal,891.0,10,normal,0,False
2144,903,133,normal,118.01,10,normal,0,False
2145,152,51,normal,793.78,10,normal,0,False
2146,490,161,normal,389.07,10,normal,0,False
2147,26,690,normal,563.74,10,normal,0,False
2148,118,834,normal,451.49,10,normal,0,False
2149,953,299,normal,708.81,10,normal,0,False
2150,953,802,normal,398.86,10,normal,0,False
2151,36,680,normal,1003.9,10,normal,0,False
2152,74,801,normal,173.59,10,normal,0,False
2153,4,666,normal,503.95,10,normal,0,False
2154,290,366,normal,975.0,10,normal,0,False
2155,634,255,normal,266.73,10,normal,0,False
2156,99,802,normal,908.06,10,normal,0,False
2157,802,896,normal,846.19,10,normal,0,False
2158,818,382,normal,929.88,10,normal,0,False
2159,835,971,normal,232.37,10,normal,0,False
2160,854,338,normal,701.73,10,normal,0,False
2161,524,448,normal,521.26,10,normal,0,False
2162,287,379,normal,240.21,10,normal,0,False
2163,85,979,normal,896.65,10,normal,0,False
2164,947,808,normal,500.21,10,normal,0,False
2165,947,936,normal,213.95,10,normal,0,False
2166,710,840,normal,506.39,10,normal,0,False
2167,600,274,normal,281.43,10,normal,0,False
2168,990,908,normal,906.47,10,normal,0,False
2169,990,559,normal,549.97,10,normal,0,False
2170,990,802,normal,527.23,10,normal,0,False
2171,990,676,normal,868.69,10,normal,0,False
2172,703,538,normal,297.77,10,normal,0,False
2173,414,557,normal,547.14,10,normal,0,False
2174,56,888,normal,457.24,10,normal,0,False
2175,488,259,normal,363.2,10,normal,0,False
2176,371,293,normal,514.39,10,normal,0,False
2177,519,151,normal,300.51,10,normal,0,False
2178,71,127,normal,612.48,10,normal,0,False
2179,482,197,normal,965.06,10,normal,0,False
2180,184,302,normal,414.93,10,normal,0,False
2181,866,96,normal,834.03,10,normal,0,False
2182,372,231,normal,936.09,10,normal,0,False
2183,698,232,normal,106.48,10,normal,0,False
2184,186,193,normal,251.92,10,normal,0,False
2185,676,512,normal,606.51,10,normal,0,False
2186,505,27,normal,291.4,10,normal,0,False
2187,941,983,normal,191.72,10,normal,0,False
2188,941,932,normal,279.96,10,normal,0,False
2189,897,250,normal,507.73,10,normal,0,False
2190,821,976,normal,814.77,10,normal,0,False
2191,938,773,normal,953.69,10,normal,0,False
2192,938,733,normal,135.29,10,normal,0,False
2193,27,643,normal,325.67,10,normal,0,False
2194,495,733,normal,501.61,10,normal,0,False
2195,171,90,normal,533.43,11,normal,0,False
2196,14,947,normal,329.86,11,normal,0,False
2197,65,575,normal,480.29,11,normal,0,False
2198,23,401,normal,699.29,11,normal,0,False
2199,147,498,normal,195.61,11,normal,0,False
2200,45,631,normal,311.75,11,normal,0,False
2201,567,94,normal,685.51,11,normal,0,False
2202,18,306,normal,334.52,11,normal,0,False
2203,928,752,normal,806.57,11,normal,0,False
2204,477,217,normal,512.21,11,normal,0,False
2205,810,948,normal,966.36,11,normal,0,False
2206,977,978,normal,605.46,11,normal,0,False
2207,977,392,normal,670.04,11,normal,0,False
2208,60,784,normal,771.91,11,normal,0,False
2209,698,232,normal,144.52,11,normal,0,False
2210,523,303,normal,889.92,11,normal,0,False
2211,471,172,normal,844.31,11,normal,0,False
2212,966,692,normal,174.35,11,normal,0,False
2213,966,697,normal,163.22,11,normal,0,False
2214,994,632,normal,925.13,11,normal,0,False
2215,994,983,normal,560.35,11,normal,0,False
2216,994,650,normal,698.36,11,normal,0,False
2217,994,241,normal,245.6,11,normal,0,False
2218,730,603,normal,445.02,11,normal,0,False
2219,699,984,normal,861.3,11,normal,0,False
2220,73,111,normal,118.13,11,normal,0,False
2221,173,938,normal,824.5,11,normal,0,False
2222,979,785,normal,846.83,11,normal,0,False
2223,979,384,normal,555.1,11,normal,0,False
2224,979,905,normal,406.08,11,normal,0,False
2225,375,276,normal,545.09,11,normal,0,False
2226,906,960,normal,436.12,11,normal,0,False
2227,172,323,normal,561.0,11,normal,0,False
2228,516,755,normal,933.17,11,normal,0,False
2229,628,221,normal,474.08,11,normal,0,False
2230,424,24,normal,772.38,11,normal,0,False
2231,141,665,normal,576.46,11,normal,0,False
2232,481,58,normal,674.0,11,normal,0,False
2233,602,479,normal,418.77,11,normal,0,False
2234,878,330,normal,898.03,11,normal,0,False
2235,525,55,normal,500.15,11,normal,0,False
2236,378,214,normal,262.63,11,normal,0,False
2237,309,329,normal,193.69,11,normal,0,False
2238,101,871,normal,801.17,11,normal,0,False
2239,921,792,normal,365.23,11,normal,0,False
2240,767,653,normal,965.1,11,normal,0,False
2241,0,806,normal,125.63,11,normal,0,False
2242,425,265,normal,812.47,11,normal,0,False
2243,826,525,normal,162.74,11,normal,0,False
2244,795,999,normal,515.27,11,normal,0,False
2245,623,15,normal,801.58,11,normal,0,False
2246,103,542,normal,827.17,11,normal,0,False
2247,758,997,normal,192.55,11,normal,0,False
2248,651,220,normal,510.83,11,normal,0,False
2249,774,642,normal,404.09,11,normal,0,False
2250,404,126,normal,696.55,11,normal,0,False
2251,973,912,normal,448.9,11,normal,0,False
2252,973,906,normal,775.31,11,normal,0,False
2253,961,506,normal,247.97,11,normal,0,False
2254,961,709,normal,819.12,11,normal,0,False
2255,416,252,normal,212.31,11,normal,0,False
2256,771,225,normal,955.72,11,normal,0,False
2257,846,623,normal,409.82,11,normal,0,False
2258,406,21,normal,901.74,11,normal,0,False
2259,104,926,normal,142.66,11,normal,0,False
2260,741,945,normal,773.22,11,normal,0,False
2261,935,993,normal,877.4,11,normal,0,False
2262,205,388,normal,326.91,11,normal,0,False
2263,78,532,normal,428.19,11,normal,0,False
2264,513,398,normal,181.8,11,normal,0,False
2265,560,380,normal,674.72,11,normal,0,False
2266,154,721,normal,117.23,11,normal,0,False
2267,885,252,normal,857.33,11,normal,0,False
2268,284,303,normal,219.03,11,normal,0,False
2269,582,345,normal,382.77,11,normal,0,False
2270,80,546,normal,983.36,11,normal,0,False
2271,413,324,normal,803.84,11,normal,0,False
2272,135,932,normal,658.12,11,normal,0,False
2273,874,489,normal,337.0,11,normal,0,False
2274,820,577,normal,461.29,11,normal,0,False
2275,737,731,normal,999.09,11,normal,0,False
2276,291,267,normal,810.42,11,normal,0,False
2277,890,994,normal,733.83,11,normal,0,False
2278,640,741,normal,565.29,11,normal,0,False
2279,847,933,normal,330.06,11,normal,0,False
2280,919,833,normal,142.91,11,normal,0,False
2281,863,121,normal,337.85,11,normal,0,False
2282,905,998,normal,735.38,11,normal,0,False
2283,111,762,normal,555.71,11,normal,0,False
2284,122,335,normal,626.84,11,normal,0,False
2285,776,931,normal,532.68,11,normal,0,False
2286,724,159,normal,745.43,11,normal,0,False
2287,956,690,normal,945.59,11,normal,0,False
2288,956,69,normal,641.84,11,normal,0,False
2289,745,340,normal,854.38,11,normal,0,False
2290,504,431,normal,645.0,11,normal,0,False
2291,686,347,normal,422.33,11,normal,0,False
2292,409,207,normal,112.45,11,normal,0,False
2293,577,130,normal,238.76,11,normal,0,False
2294,671,500,normal,975.7,11,normal,0,False
2295,535,256,normal,429.6,11,normal,0,False
2296,448,270,normal,736.83,11,normal,0,False
2297,236,260,normal,216.5,11,normal,0,False
2298,361,398,normal,389.07,11,normal,0,False
2299,734,776,normal,815.2,11,normal,0,False
2300,413,150,normal,494.48,11,normal,0,False
2301,497,179,normal,433.03,11,normal,0,False
2302,942,892,normal,738.74,11,normal,0,False
2303,144,708,normal,687.8,11,normal,0,False
2304,405,311,normal,305.02,11,normal,0,False
2305,461,155,normal,628.69,11,normal,0,False
2306,599,496,normal,876.74,11,normal,0,False
2307,581,283,normal,358.15,11,normal,0,False
2308,822,66,normal,534.21,11,normal,0,False
2309,842,298,normal,370.99,11,normal,0,False
2310,451,32,normal,174.51,11,normal,0,False
2311,659,886,normal,909.97,11,normal,0,False
2312,592,13,normal,934.21,11,normal,0,False
2313,444,448,normal,916.92,11,normal,0,False
2314,656,863,normal,108.03,11,normal,0,False
2315,445,612,normal,404.45,11,normal,0,False
2316,400,101,normal,222.53,11,normal,0,False
2317,558,460,normal,705.15,11,normal,0,False
2318,792,515,normal,701.08,11,normal,0,False
2319,993,978,normal,819.89,11,normal,0,False
2320,993,239,normal,148.31,11,normal,0,False
2321,993,844,normal,850.88,11,normal,0,False
2322,993,939,normal,620.95,11,normal,0,False
2323,719,160,normal,609.8,11,normal,0,False
2324,794,961,normal,766.83,11,normal,0,False
2325,924,926,normal,730.07,11,normal,0,False
2326,61,209,normal,853.11,11,normal,0,False
2327,180,973,normal,756.05,11,normal,0,False
2328,782,550,normal,875.5,11,normal,0,False
2329,985,983,normal,530.7,11,normal,0,False
2330,985,745,normal,694.33,11,normal,0,False
2331,985,576,normal,857.46,11,normal,0,False
2332,772,983,normal,149.91,11,normal,0,False
2333,302,372,normal,419.72,11,normal,0,False
2334,553,416,normal,596.56,11,normal,0,False
2335,178,665,normal,725.31,11,normal,0,False
2336,158,419,normal,444.33,11,normal,0,False
2337,25,968,normal,114.33,11,normal,0,False
2338,287,242,normal,395.98,11,normal,0,False
2339,895,859,normal,522.63,11,normal,0,False
2340,850,649,normal,695.57,11,normal,0,False
2341,429,189,normal,266.4,11,normal,0,False
2342,638,804,normal,209.53,11,normal,0,False
2343,50,971,normal,223.92,11,normal,0,False
2344,737,360,normal,242.53,11,normal,0,False
2345,440,327,normal,692.7,11,normal,0,False
2346,779,968,normal,128.78,11,normal,0,False
2347,646,754,normal,150.08,11,normal,0,False
2348,608,198,normal,381.16,11,normal,0,False
2349,691,987,normal,521.3,11,normal,0,False
2350,425,230,normal,408.99,11,normal,0,False
2351,635,558,normal,731.41,11,normal,0,False
2352,70,634,normal,584.16,11,normal,0,False
2353,569,107,normal,268.0,11,normal,0,False
2354,219,354,normal,986.47,11,normal,0,False
2355,883,819,normal,471.75,11,normal,0,False
2356,452,55,normal,536.19,11,normal,0,False
2357,660,611,normal,435.86,11,normal,0,False
2358,853,229,normal,650.69,11,normal,0,False
2359,446,187,normal,934.6,11,normal,0,False
2360,675,927,normal,601.7,11,normal,0,False
2361,999,469,normal,402.91,11,normal,0,False
2362,999,530,normal,364.11,11,normal,0,False
2363,999,594,normal,394.37,11,normal,0,False
2364,999,974,normal,514.84,11,normal,0,False
2365,999,944,normal,573.14,11,normal,0,False
2366,999,808,normal,761.65,11,normal,0,False
2367,999,618,normal,780.93,11,normal,0,False
2368,988,573,normal,546.18,11,normal,0,False
2369,988,305,normal,732.68,11,normal,0,False
2370,988,977,normal,372.07,11,normal,0,False
2371,165,688,normal,108.23,11,normal,0,False
2372,519,205,normal,596.5,11,normal,0,False
2373,538,319,normal,667.21,11,normal,0,False
2374,790,577,normal,476.81,11,normal,0,False
2375,458,63,normal,532.34,12,normal,0,False
2376,190,873,normal,579.7,12,normal,0,False
2377,626,90,normal,729.08,12,normal,0,False
2378,16,900,normal,952.87,12,normal,0,False
2379,760,970,normal,359.07,12,normal,0,False
2380,844,886,normal,211.63,12,normal,0,False
2381,725,309,normal,827.75,12,normal,0,False
2382,721,737,normal,415.75,12,normal,0,False
2383,110,988,normal,991.05,12,normal,0,False
2384,786,782,normal,283.94,12,normal,0,False
2385,188,883,normal,815.57,12,normal,0,False
2386,157,680,normal,391.0,12,normal,0,False
2387,412,536,normal,936.06,12,normal,0,False
2388,579,166,normal,286.22,12,normal,0,False
2389,639,589,normal,758.14,12,normal,0,False
2390,945,315,normal,834.13,12,normal,0,False
2391,945,170,normal,186.83,12,normal,0,False
2392,528,234,normal,536.19,12,normal,0,False
2393,419,349,normal,735.08,12,normal,0,False
2394,851,346,normal,599.31,12,normal,0,False
2395,511,170,normal,461.55,12,normal,0,False
2396,72,952,normal,379.53,12,normal,0,False
2397,232,325,normal,257.28,12,normal,0,False
2398,519,361,normal,441.24,12,normal,0,False
2399,75,906,normal,910.87,12,normal,0,False
2400,96,153,normal,388.63,12,normal,0,False
2401,631,358,normal,591.02,12,normal,0,False
2402,88,927,normal,483.13,12,normal,0,False
2403,660,244,normal,479.96,12,normal,0,False
2404,563,17,normal,125.39,12,normal,0,False
2405,142,373,normal,625.42,12,normal,0,False
2406,480,355,normal,350.72,12,normal,0,False
2407,376,323,normal,797.5,12,normal,0,False
2408,853,237,normal,367.5,12,normal,0,False
2409,875,253,normal,333.25,12,normal,0,False
2410,918,967,normal,453.92,12,normal,0,False
2411,969,827,normal,672.72,12,normal,0,False
2412,969,739,normal,409.88,12,normal,0,False
2413,885,999,normal,810.23,12,normal,0,False
2414,28,914,normal,331.36,12,normal,0,False
2415,793,994,normal,818.91,12,normal,0,False
2416,199,296,normal,849.52,12,normal,0,False
2417,743,804,normal,825.53,12,normal,0,False
2418,763,748,normal,455.26,12,normal,0,False
2419,462,435,normal,559.29,12,normal,0,False
2420,785,880,normal,577.97,12,normal,0,False
2421,984,995,normal,882.07,12,normal,0,False
2422,984,649,normal,138.59,12,normal,0,False
2423,984,938,normal,881.43,12,normal,0,False
2424,514,585,normal,129.61,12,normal,0,False
2425,491,479,normal,754.24,12,normal,0,False
2426,618,46,normal,840.1,12,normal,0,False
2427,852,299,normal,301.36,12,normal,0,False
2428,408,52,normal,595.54,12,normal,0,False
2429,963,509,normal,237.12,12,normal,0,False
2430,963,456,normal,687.81,12,normal,0,False
2431,116,979,normal,476.64,12,normal,0,False
2432,887,740,normal,597.68,12,normal,0,False
2433,831,386,normal,793.43,12,normal,0,False
2434,109,475,normal,343.8,12,normal,0,False
2435,998,994,normal,901.26,12,normal,0,False
2436,998,484,normal,139.37,12,normal,0,False
2437,998,302,normal,705.55,12,normal,0,False
2438,998,722,normal,110.98,12,normal,0,False
2439,998,946,normal,813.39,12,normal,0,False
2440,998,755,normal,127.75,12,normal,0,False
2441,998,525,normal,112.54,12,normal,0,False
2442,401,23,normal,799.6,12,normal,0,False
2443,805,273,normal,194.38,12,normal,0,False
2444,845,187,normal,909.06,12,normal,0,False
2445,766,997,normal,926.29,12,normal,0,False
2446,143,198,normal,912.8,12,normal,0,False
2447,197,300,normal,129.66,12,normal,0,False
2448,860,227,normal,649.75,12,normal,0,False
2449,940,973,normal,288.61,12,normal,0,False
2450,940,985,normal,677.15,12,normal,0,False
2451,470,220,normal,279.02,12,normal,0,False
2452,512,266,normal,396.29,12,normal,0,False
2453,6,977,normal,242.61,12,normal,0,False
2454,619,543,normal,775.96,12,normal,0,False
2455,893,61,normal,586.57,12,normal,0,False
2456,796,638,normal,993.64,12,normal,0,False
2457,783,641,normal,276.05,12,normal,0,False
2458,324,271,normal,117.49,12,normal,0,False
2459,469,355,normal,852.55,12,normal,0,False
2460,405,68,normal,778.63,12,normal,0,False
2461,530,284,normal,385.07,12,normal,0,False
2462,29,598,normal,547.49,12,normal,0,False
2463,76,839,normal,693.06,12,normal,0,False
2464,664,194,normal,422.36,12,normal,0,False
2465,922,453,normal,153.02,12,normal,0,False
2466,500,496,normal,304.06,12,normal,0,False
2467,572,534,normal,504.24,12,normal,0,False
2468,816,998,normal,376.4,12,normal,0,False
2469,950,807,normal,901.96,12,normal,0,False
2470,950,915,normal,851.22,12,normal,0,False
2471,570,443,normal,983.59,12,normal,0,False
2472,604,789,normal,291.27,12,normal,0,False
2473,480,6,normal,279.59,12,normal,0,False
2474,136,773,normal,289.33,12,normal,0,False
2475,694,791,normal,321.3,12,normal,0,False
2476,698,352,normal,759.84,12,normal,0,False
2477,629,998,normal,634.07,12,normal,0,False
2478,436,202,normal,108.38,12,normal,0,False
2479,652,785,normal,767.2,12,normal,0,False
2480,812,836,normal,461.23,12,normal,0,False
2481,508,228,normal,832.48,12,normal,0,False
2482,467,426,normal,810.87,12,normal,0,False
2483,714,257,normal,318.86,12,normal,0,False
2484,33,156,normal,624.04,12,normal,0,False
2485,600,392,normal,181.1,12,normal,0,False
2486,939,190,normal,970.11,12,normal,0,False
2487,939,286,normal,289.82,12,normal,0,False
2488,432,200,normal,163.07,12,normal,0,False
2489,797,792,normal,140.98,12,normal,0,False
2490,346,272,normal,947.5,12,normal,0,False
2491,282,337,normal,333.21,12,normal,0,False
2492,428,105,normal,608.25,12,normal,0,False
2493,876,835,normal,477.82,12,normal,0,False
2494,84,374,normal,347.52,12,normal,0,False
2495,744,399,normal,575.35,12,normal,0,False
2496,702,151,normal,711.64,12,normal,0,False
2497,175,464,normal,257.27,12,normal,0,False
2498,641,329,normal,828.2,12,normal,0,False
2499,902,949,normal,849.16,12,normal,0,False
2500,759,761,normal,338.6,12,normal,0,False
2501,13,592,normal,884.14,12,normal,0,False
2502,909,328,normal,928.45,12,normal,0,False
2503,34,272,normal,714.5,12,normal,0,False
2504,555,307,normal,673.75,12,normal,0,False
2505,722,985,normal,847.93,12,normal,0,False
2506,678,989,normal,610.89,12,normal,0,False
2507,983,836,normal,875.17,12,normal,0,False
2508,983,592,normal,948.67,12,normal,0,False
2509,983,120,normal,238.24,12,normal,0,False
2510,415,65,normal,623.74,12,normal,0,False
2511,684,365,normal,976.51,12,normal,0,False
2512,636,426,normal,305.32,12,normal,0,False
2513,133,996,normal,567.25,12,normal,0,False
2514,868,658,normal,153.13,12,normal,0,False
2515,982,988,normal,266.86,12,normal,0,False
2516,982,413,normal,830.93,12,normal,0,False
2517,982,781,normal,305.86,12,normal,0,False
2518,652,320,normal,812.2,12,normal,0,False
2519,917,150,normal,822.98,12,normal,0,False
2520,509,776,normal,852.45,12,normal,0,False
2521,24,264,normal,730.14,12,normal,0,False
2522,163,716,normal,670.65,12,normal,0,False
2523,39,457,normal,480.43,12,normal,0,False
2524,957,601,normal,165.12,12,normal,0,False
2525,957,930,normal,140.4,12,normal,0,False
2526,725,282,normal,834.33,12,normal,0,False
2527,677,430,normal,987.74,12,normal,0,False
2528,830,482,normal,202.24,12,normal,0,False
2529,754,854,normal,996.59,12,normal,0,False
2530,424,234,normal,716.12,12,normal,0,False
2531,719,278,normal,707.35,12,normal,0,False
2532,156,653,normal,748.71,12,normal,0,False
2533,778,270,normal,299.62,12,normal,0,False
2534,628,300,normal,922.79,12,normal,0,False
2535,478,108,normal,405.0,12,normal,0,False
2536,865,609,normal,818.94,12,normal,0,False
2537,859,998,normal,670.11,12,normal,0,False
2538,637,630,normal,956.6,12,normal,0,False
2539,613,982,normal,426.72,12,normal,0,False
2540,81,438,normal,434.25,13,normal,0,False
2541,714,546,normal,247.11,13,normal,0,False
2542,310,318,normal,348.1,13,normal,0,False
2543,140,306,normal,588.64,13,normal,0,False
2544,751,222,normal,512.87,13,normal,0,False
2545,748,998,normal,644.11,13,normal,0,False
2546,986,525,normal,855.6,13,normal,0,False
2547,986,9,normal,905.06,13,normal,0,False
2548,986,504,normal,114.02,13,normal,0,False
2549,764,821,normal,997.72,13,normal,0,False
2550,46,910,normal,1063.54,13,normal,0,False
2551,737,363,normal,493.47,13,normal,0,False
2552,119,955,normal,303.89,13,normal,0,False
2553,309,378,normal,627.72,13,normal,0,False
2554,487,258,normal,671.96,13,normal,0,False
2555,780,796,normal,319.0,13,normal,0,False
2556,931,844,normal,167.72,13,normal,0,False
2557,617,817,normal,912.17,13,normal,0,False
2558,62,794,normal,610.18,13,normal,0,False
2559,756,725,normal,601.13,13,normal,0,False
2560,312,385,normal,321.58,13,normal,0,False
2561,880,579,normal,623.87,13,normal,0,False
2562,551,343,normal,361.81,13,normal,0,False
2563,900,125,normal,415.18,13,normal,0,False
2564,146,890,normal,849.35,13,normal,0,False
2565,539,474,normal,510.9,13,normal,0,False
2566,574,269,normal,144.32,13,normal,0,False
2567,670,969,normal,997.31,13,normal,0,False
2568,321,248,normal,688.34,13,normal,0,False
2569,807,909,normal,913.96,13,normal,0,False
2570,700,511,normal,712.4,13,normal,0,False
2571,971,955,normal,537.84,13,normal,0,False
2572,971,951,normal,159.78,13,normal,0,False
2573,565,190,normal,393.23,13,normal,0,False
2574,894,968,normal,558.5,13,normal,0,False
2575,3,988,normal,866.83,13,normal,0,False
2576,415,330,normal,373.36,13,normal,0,False
2577,177,507,normal,889.27,13,normal,0,False
2578,498,147,normal,313.46,13,normal,0,False
2579,841,998,normal,349.54,13,normal,0,False
2580,94,449,normal,466.67,13,normal,0,False
2581,183,784,normal,579.81,13,normal,0,False
2582,472,228,normal,991.55,13,normal,0,False
2583,113,277,normal,787.15,13,normal,0,False
2584,738,982,normal,495.52,13,normal,0,False
2585,531,302,normal,157.26,13,normal,0,False
2586,717,693,normal,952.7,13,normal,0,False
2587,685,312,normal,856.52,13,normal,0,False
2588,751,222,normal,388.53,13,normal,0,False
2589,696,872,normal,159.82,13,normal,0,False
2590,148,396,normal,909.59,13,normal,0,False
2591,768,514,normal,235.92,13,normal,0,False
2592,873,656,normal,281.38,13,normal,0,False
2593,583,175,normal,934.57,13,normal,0,False
2594,872,906,normal,987.91,13,normal,0,False
2595,92,779,normal,388.12,13,normal,0,False
2596,93,993,normal,778.42,13,normal,0,False
2597,621,759,normal,512.16,13,normal,0,False
2598,91,788,normal,536.86,13,normal,0,False
2599,622,811,normal,640.44,13,normal,0,False
2600,726,564,normal,755.13,13,normal,0,False
2601,8,984,normal,209.18,13,normal,0,False
2602,544,323,normal,671.04,13,normal,0,False
2603,605,994,normal,737.14,13,normal,0,False
2604,543,235,normal,657.78,13,normal,0,False
2605,164,943,normal,737.38,13,normal,0,False
2606,642,536,normal,903.93,13,normal,0,False
2607,842,758,normal,369.9,13,normal,0,False
2608,560,70,normal,725.86,13,normal,0,False
2609,815,427,normal,812.26,13,normal,0,False
2610,690,349,normal,994.57,13,normal,0,False
2611,57,573,normal,639.23,13,normal,0,False
2612,534,518,normal,421.07,13,normal,0,False
2613,761,203,normal,882.78,13,normal,0,False
2614,502,76,normal,564.51,13,normal,0,False
2615,442,430,normal,667.13,13,normal,0,False
2616,791,577,normal,234.66,13,normal,0,False
2617,417,244,normal,715.55,13,normal,0,False
2618,630,471,normal,977.12,13,normal,0,False
2619,454,393,normal,312.45,13,normal,0,False
2620,701,790,normal,808.43,13,normal,0,False
2621,588,320,normal,766.58,13,normal,0,False
2622,725,282,normal,135.49,13,normal,0,False
2623,503,98,normal,913.37,13,normal,0,False
2624,655,368,normal,927.27,13,normal,0,False
2625,996,964,normal,592.83,13,normal,0,False
2626,996,723,normal,328.8,13,normal,0,False
2627,996,778,normal,435.25,13,normal,0,False
2628,996,724,normal,578.94,13,normal,0,False
2629,996,663,normal,941.34,13,normal,0,False
2630,537,278,normal,772.4,13,normal,0,False
2631,184,262,normal,221.74,13,normal,0,False
2632,35,95,normal,798.55,13,normal,0,False
2633,916,308,normal,925.6,13,normal,0,False
2634,706,997,normal,493.48,13,normal,0,False
2635,759,319,normal,605.8,13,normal,0,False
2636,765,923,normal,801.44,13,normal,0,False
2637,128,966,normal,773.56,13,normal,0,False
2638,496,144,normal,758.66,13,normal,0,False
2639,585,189,normal,214.12,13,normal,0,False
2640,689,989,normal,915.38,13,normal,0,False
2641,713,288,normal,463.35,13,normal,0,False
2642,69,945,normal,1003.88,13,normal,0,False
2643,625,485,normal,970.43,13,normal,0,False
2644,788,473,normal,590.8,13,normal,0,False
2645,811,670,normal,717.36,13,normal,0,False
2646,587,15,normal,613.8,13,normal,0,False
2647,522,83,normal,805.59,13,normal,0,False
2648,827,786,normal,506.87,13,normal,0,False
2649,543,64,normal,209.0,13,normal,0,False
2650,38,946,normal,700.63,13,normal,0,False
2651,578,238,normal,555.54,13,normal,0,False
2652,691,258,normal,548.41,13,normal,0,False
2653,603,530,normal,902.79,13,normal,0,False
2654,465,262,normal,651.8,13,normal,0,False
2655,674,689,normal,138.69,13,normal,0,False
2656,833,991,normal,577.76,13,normal,0,False
2657,590,703,normal,341.23,13,normal,0,False
2658,789,964,normal,712.34,13,normal,0,False
2659,438,201,normal,175.16,13,normal,0,False
2660,426,351,normal,597.36,13,normal,0,False
2661,901,882,normal,580.87,13,normal,0,False
2662,837,836,normal,215.64,13,normal,0,False
2663,224,322,normal,220.55,13,normal,0,False
2664,130,926,normal,499.04,13,normal,0,False
2665,648,925,normal,549.45,13,normal,0,False
2666,526,71,normal,145.19,13,normal,0,False
2667,958,900,normal,179.46,13,normal,0,False
2668,958,697,normal,988.35,13,normal,0,False
2669,21,488,normal,563.05,13,normal,0,False
2670,548,81,normal,814.9,13,normal,0,False
2671,755,374,normal,440.16,13,normal,0,False
2672,650,212,normal,565.83,13,normal,0,False
2673,907,78,normal,106.23,13,normal,0,False
2674,550,261,normal,804.68,13,normal,0,False
2675,732,626,normal,476.27,13,normal,0,False
2676,898,707,normal,770.41,13,normal,0,False
2677,30,998,normal,191.46,13,normal,0,False
2678,12,939,normal,283.35,14,normal,0,False
2679,611,860,normal,245.31,14,normal,0,False
2680,894,316,normal,696.92,14,normal,0,False
2681,990,239,normal,297.21,14,normal,0,False
2682,9,756,normal,747.93,14,normal,0,False
2683,771,939,normal,727.19,14,normal,0,False
2684,357,391,normal,728.75,14,normal,0,False
2685,997,909,normal,594.54,14,normal,0,False
2686,997,610,normal,556.25,14,normal,0,False
2687,997,341,normal,914.44,14,normal,0,False
2688,997,462,normal,800.96,14,normal,0,False
2689,997,436,normal,994.43,14,normal,0,False
2690,997,104,normal,723.84,14,normal,0,False
2691,383,250,normal,999.82,14,normal,0,False
2692,102,460,normal,116.56,14,normal,0,False
2693,479,28,normal,103.14,14,normal,0,False
2694,127,354,normal,140.97,14,normal,0,False
2695,22,840,normal,985.83,14,normal,0,False
2696,477,480,normal,524.46,14,normal,0,False
2697,132,295,normal,721.86,14,normal,0,False
2698,549,332,normal,172.43,14,normal,0,False
2699,160,861,normal,224.17,14,normal,0,False
2700,407,401,normal,288.22,14,normal,0,False
2701,196,729,normal,533.26,14,normal,0,False
2702,561,15,normal,463.43,14,normal,0,False
2703,784,882,normal,148.5,14,normal,0,False
2704,473,392,normal,691.68,14,normal,0,False
2705,736,308,normal,958.62,14,normal,0,False
2706,804,986,normal,866.55,14,normal,0,False
2707,121,456,normal,162.35,14,normal,0,False
2708,814,990,normal,259.96,14,normal,0,False
2709,84,79,normal,927.62,14,normal,0,False
2710,946,986,normal,477.94,14,normal,0,False
2711,946,979,normal,104.64,14,normal,0,False
2712,989,992,normal,529.4,14,normal,0,False
2713,989,762,normal,189.22,14,normal,0,False
2714,989,716,normal,909.58,14,normal,0,False
2715,823,788,normal,893.14,14,normal,0,False
2716,48,967,normal,613.94,14,normal,0,False
2717,713,992,normal,394.58,14,normal,0,False
2718,715,409,normal,176.47,14,normal,0,False
2719,964,821,normal,669.96,14,normal,0,False
2720,964,737,normal,796.62,14,normal,0,False
2721,911,399,normal,116.27,14,normal,0,False
2722,798,791,normal,888.76,14,normal,0,False
2723,10,669,normal,732.98,14,normal,0,False
2724,430,357,normal,231.62,14,normal,0,False
2725,650,364,normal,847.35,14,normal,0,False
2726,735,787,normal,138.21,14,normal,0,False
2727,541,87,normal,469.06,14,normal,0,False
2728,100,923,normal,142.87,14,normal,0,False
2729,697,264,normal,825.8,14,normal,0,False
2730,49,891,normal,844.43,14,normal,0,False
2731,766,221,normal,938.62,14,normal,0,False
2732,521,239,normal,910.58,14,normal,0,False
2733,609,357,normal,249.06,14,normal,0,False
2734,718,437,normal,657.4,14,normal,0,False
